name	doi	aerobic_status	morphology	motility	spore_formation	gram_stain	bile_sensitive	saccharolytic	comments	urease	catalase	formate_production	acetate_production	propionate_production	butyrate_production	isobutyrate_production	valerate_production	isovalerate_production
Lactobacillus johnsonii	10.1099/00207713-42-3-487	facultative anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus rodentium	10.1099/ijs.0.054924-0	microaerobe or anaerobe	rod/ bacilli	not indicated	not indicated	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus salivarius	N/A	not indicated	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic	http://jb.asm.org/content/65/6/681.full.pdf+html	not indicated	not indicated	not producted	not producted	not producted	not producted	not producted	not producted	not producted
Lactobacillus taiwanensis	10.1099/ijs.0.006783-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not producted	not producted	not producted	not producted	not producted	not producted	not producted
Mycoplasma faucium	10.1099/00207713-24-2-252	not indicated	pleomorphic	not indicated	not indicated	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Oceanobacillus caeni	10.1099/ijs.0.65335-0	aerobe	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Paenibacillus lactis	10.1099/ijs.0.02822-0	aerobe	rods or slightly curved rods	motile	spore forming	not indicated	not indicated	saccharolytic		urease negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Parabacteroides goldsteinii	10.1099/ijs.0.64192-0	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease negative	not indicated	minor product	major product	minor product	not indicated	not indicated	not indicated	minor product
Parabacteroides merdae	10.1099/ijs.0.64192-0	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Parabacteroides johnsonii	10.1099/ijs.0.64588-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	growth in 20% bile	saccharolytic		urease negative	catalase positive	not indicated	major product	minor product	not indicated	not indicated	not indicated	minor product
Frisingicoccus caecimuris	N/A	obligate anaerobe	cocci	not indicated	not indicated	not indicated	not indicated	not indicated	https://www.nature.com/articles/nmicrobiol2016131#Fig3	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Aminobacter aminovorans	10.1099/00207713-42-1-84	not indicated	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	asaccharolytic		urease negative	catalase positive	not indicated	consumed	not indicated	not indicated	not indicated	not indicated	not indicated
Aminobacter aganoensis	10.1099/00207713-42-1-84	not indicated	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	asaccharolytic		urease negative	catalase positive	not indicated	consumed	not indicated	not indicated	not indicated	not indicated	not indicated
Blautia faecis	10.1099/ijs.0.036541-0	obligate anaerobe	oval-shaped/ coccobaccili	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bradyrhizobium japonicum	10.1099/00207713-32-1-136	not indicated	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Curvibacter gracilis	10.1099/ijs.0.02975-0	not indicated	slightly curved rods	variable	not indicated	Gram-negative	not indicated	not indicated		not indicated	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Herbaspirillum seropedicae	10.1099/00207713-36-1-86	microaerobe or anaerobe	slightly curved rods	motile	not indicated	Gram-negative	not indicated	not indicated		urease positive	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Oscillibacter ruminantium	10.1099/ijs.0.041749-0	obligate anaerobe	rods or slightly curved rods	motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Turicibacter sanguinis	10.1099/00207713-52-4-1263	obligate anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus defectivus	10.1099/00207713-39-3-290	facultative anaerobe	pleomorphic	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus adjacens	10.1099/00207713-39-3-290	facultative anaerobe	pleomorphic	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Ruminococcus bromii	10.1099/00207713-22-2-78	obligate anaerobe	cocci	not indicated	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Rothia aeria	10.1099/ijs.0.02828-0	aerobe	cocci or oval-shaped	not indicated	not indicated	Gram-positive	not indicated	not indicated		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Rothia nasimurium	10.1099/00207713-50-3-1247	facultative anaerobe	cocci	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Pedobacter heparinus	10.1099/00207713-48-1-165	obligate anaerobe	rod/ bacilli	motile	not indicated	Gram-negative	not indicated	saccharolytic		not indicated	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Parvibacter caecicola	10.1099/ijs.0.045344-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		urease negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Faecalibacterium prausnitzii	10.1099/00207713-52-6-2141	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	major product	consumed	not indicated	major product	not indicated	not indicated	not indicated
Acidovorax  facilis	10.1099/00207713-40-4-384	aerobe	rods or slightly curved rods	motile	not indicated	Gram-negative	not indicated	not indicated		urease variable	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Aeromicrobium	10.1099/00207713-41-3-363	aerobe	rods or cocci	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		urease negative	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Afipia felis	10.1099/00207713-52-5-1773	not indicated	rod/ bacilli	motile	not indicated	Gram-negative	not indicated	not indicated		urease positive	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Aquabacterium commune	10.1099/00207713-49-2-769	microaerobe	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	major product	not indicated	major product	not indicated	major product	not indicated
Aurantimonas coralicida	10.1099/ijs.0.02359-0	obligate anaerobe	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	not indicated		urease positive	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Azoarcus indigens	10.1099/00207713-43-3-574	not indicated	rods or slightly curved rods	motile	not indicated	Gram-negative	not indicated	not indicated		urease variable	catalase positive	not indicated	consumed	consumed	not indicated	not indicated	not indicated	not indicated
Papillibacter cinnamivorans	10.1099/00207713-50-3-1221	anaerobe (unspecified)	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		not indicated	not indicated	not indicated	not producted	not indicated	not producted	not indicated	not indicated	not indicated
Lachnobacterium bovis	10.1099/00207713-51-6-1977	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	not indicated	Rare motile cells have been observed in old cultures	not indicated	not indicated	not indicated	minor product	not indicated	minor product	not indicated	not indicated	not indicated
Ruminococcus callidus	10.1099/00207713-24-2-260	obligate anaerobe	cocci	non-motile	not indicated	Gram-positive	somewhat inhibited by 20% bile	saccharolytic		not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Eubacterium desmolans	10.1099/00207713-36-2-183	obligate anaerobe	rod/ bacilli	motile	non-spore forming	Gram-positive	no growth in 20% bile	not indicated		not indicated	catalase negative	not indicated	major product	not indicated	major product	not indicated	not indicated	not indicated
Ruminococcus champanellensis	10.1099/ijs.0.027375-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium cellulosi	10.1099/00207713-41-2-306	obligate anaerobe	rods or slightly curved rods	motile	spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Ruminococcus gnavus	10.1099/00207713-26-2-238	obligate anaerobe	cocci	variable	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium orbiscindens	10.1099/00207713-41-3-355	obligate anaerobe	rod/ bacilli	motile	spore forming	Gram-variable	not indicated	not indicated		urease negative	not indicated	not indicated	major product	minor product	major product	not indicated	not indicated	not indicated
Ruminococcus lactaris	10.1099/00207713-26-2-238	obligate anaerobe	cocci or oval-shaped	non-motile	non-spore forming	Gram-variable	not indicated	saccharolytic		urease negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Ruminococcus obeum	10.1099/00207713-26-2-238	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	not indicated	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
